userName,score,at,content
Pang5 Tempur,5,2023-06-09 22:58:19,⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐
Junghwanee Fangirl,1,2023-06-09 21:50:00,Buruk sekali
Samuri Ohyes,4,2023-06-09 20:51:37,Yy
b c,1,2023-06-09 20:26:51,masa katanya blm ada riwayat vaksin padahal kan udah vaksin 3🤧
ARTEMIS,1,2023-06-09 19:22:11,"Aplikasi apaan ini? Udah log in malah keluar terus minta nomor tlp lagi, abis itu sertifikat vaksinnya gk bisa di download, apk ngaco"
fandy akh,1,2023-06-09 18:32:52,PAYAH
Alatul Mizi,4,2023-06-09 18:32:03,Tolong info nya tentang aplikasi peduli lindungi ini..
Heru Segiono,1,2023-06-09 18:22:14,"Apa ini? Aku udah vaksin 3 kali kok ga ada, sertifikat boosternya"
Kampap Bego,1,2023-06-09 18:17:36,Jelek sekali aplikasinya masa sudah susah susah vaksin boster 3 gak ada muncul Sertifikat vaksin dan Tiketnya padahal saya perlu banget tu surat untuk ngelamar kerja. Saya gak ikhlas kalo cuma gara gara sertifikat vaksin ini gak ada keluar saya gagal di terima kerja semoga. Tolong dong iktikad baiknya para staf kalo ditelepon selalu sibuk bagaimana sih
Sara Umairoh,1,2023-06-09 17:55:07,"Pas di upgrade bukan nya tambah baik malah tambah buruk,akses buat kemana mana susah,tiap hari kayanya disuruh update teruss hadeuhhh"
Wais Alparizi,1,2023-06-09 16:55:40,Makin jelek
Aries Setia,1,2023-06-09 16:47:13,"Lebih Bagus Peduli Lindungi Dr Pd SatuSehat, Gara2 D Ganti Jadi SatuSehat Tiap Mau Masuk Pasti OTP Mulu Klau Gini Trus Lama2 Bisa Error Klau Tiap Masuk Harus Kirim OTP."
marsel burame,2,2023-06-09 16:32:21,")人(ﾟ∀ﾟ )(*^o^)／＼(^-^*)(*^o^)／＼(^-^*)(((ＵωＵ｀ *)(* ´Ｕω4 Ｕ)))3iijb,🌰🌰🫒🫑🍌🍌"
Aji Dwi,5,2023-06-09 16:31:04,bagus
Didit Yogi,2,2023-06-09 15:26:21,Kenapa sampai sekarang vaksin booster q belum muncul? Udah chat wa sama email gk ad tanggapan sama sekali 😑
aristiyanto tiyanto,1,2023-06-09 14:28:46,Sertifikat vaksin bostet 2 tidak bisa masuk sudah 2 bulan vaksin belum muncul
Ani Cahyani,1,2023-06-09 13:17:06,"Ini gimna vaksin sudah boster 3 tpi cetak vaksin gk muncul mlah hilang semua,msuk aplikasi mlah hilang semua cetak vaksinnya ribet sekali!!"
Maulana Setiaji,1,2023-06-09 12:40:46,Aplikasi asu
Kram Gaming,1,2023-06-09 12:30:24,"untuk developer tolong di perbaiki bug di dalam aplikasinya, udah vaksin dosis ke 3 booster tapi di aplikasi tidak masuk masih tercantum 2 dosis doang, udah rujuk ke tempat vaksin sudah terdaftar, tapi di aplikasi tidak ada, dan masih warna kuning yang seharusnya hijau, tolong segera di perbaiki terimakasih."
Icann Kun,1,2023-06-09 11:20:46,Aplikasi yg sangat berguna
Satria Mauly Zidane,1,2023-06-09 09:59:05,"Diunduh tidak bisa,walaupun sudah hapus aplikasi lain lain,sangat buruk sekali Saat ingun menginstal aplikasi nya"
Titik Masruroh,1,2023-06-09 09:57:20,"Sangat jelek tidak seperti dulu tiket vaksin sangat bagus dan mendetai, sekarang cuma biasa saja seperti bukan tiket asli dan keterangan juga tidak ada untuk jenis vaksinnya apa, dan tempat pemberian vaksi juga tidak dijelaskan sungguh sangat kecewa."
Huckleberry Finn,1,2023-06-09 09:37:20,Lebih responsif customer service shopee dibandingin customer service kemenkes
Ira Indriani,1,2023-06-09 09:34:09,"Saya udah 3x vaksin sampe Buster,ko hasilnya ga keluar"
Firmanio Belida,1,2023-06-09 08:17:57,Mau login atau daftar saja Tidak bisa selalu ditolak dengan keterangan no HP atau alamat email telah terdaftar tapi ketika mau masuk malah gak bisa Ini Aplikasi makin tidak jelas Kalau tidak bisa buat aplikasi ini lebih baik kembali ke PeduliLindungi saja itu malah lebih baik dan tidak ribettt. Intinya Aplikasi ini tidak membantu sama sekali Terima kasih Lebih baik PeduliLindungi
fajar kurniawan,1,2023-06-09 07:00:38,"Data tambah tidak update, tambah anggota (anak) data sesuai di pedulilindungi, disini selalu muncul notif merah ""NIK tidak terdaftar.."" Sekarang bingung sudah mau lihat record vaksin anak😒"
Puja arlisa Putri,1,2023-06-09 06:44:34,"Mau download susah banget muter terus padahal kuota luber2, penyimpanan jg aman,download apk lain bisa giliran apk ini muter terus gk ke download2. Heran-,-"
syamsul huda,5,2023-06-09 06:39:05,Sangat terbantu
Selamat Mat,3,2023-06-09 06:25:14,APL ini buruk kl gk di buka 1. 2 Minggu akan keluar sendiri dan kita di suruh masuk lg itupun mesti 2 x masuk br bisa ...diperbaikilah.
USTAD HANMA,1,2023-06-09 06:22:31,"LOGIN AJA SUSAH, KESALAHAN² PADAHAL SEMUA UDAH BENAR, BIKIN KESEL"
Liya Desy Permatasari,1,2023-06-09 02:49:33,Bukti udah vaksin 3 booster gk muncul² padahal udah lama boster dan udah di update beberapa kali tetap aja buruk!!!😡😠🤬
flamboyan crbn,1,2023-06-09 02:22:09,Makin gak jelas..mungkin si corona habis proyek nya juga habis..jd bikin aplikasi nya ngasal aja..sudah sertifikat gak ada..jd gak bisa cetak..susah login..
Ilham Farhani,1,2023-06-09 00:35:27,Mau cetak sertifikat vaksin aja dipersulit malah nyusahin rakyat
Muhammad Yunus,1,2023-06-09 00:08:17,"Susah vaksin sampai 3 kali malah update belum vaksin, gilaa ini aplikasi"
ir Dan,1,2023-06-09 00:04:05,d'update malah eror annjjjeenggg
Anisa _,1,2023-06-08 23:58:29,Aplikasi rusak
Yoga Aditiya,1,2023-06-08 23:06:13,"Sangat mengecewakan sekali saya mau ngelamar kerja jadi susah banget, padahal udah vaksin bosster tapi belum ada di apk nya masih vaksin dua bisa mohon di perbaikilah secepatnya."
khoirotun nisa,1,2023-06-08 21:19:04,"APLIKASI YANG TIDAK BERGUNA! SUDAH DAFTAR BAIK"" MASIH GAK BISA MASUK . BEDA JAUH SAMA PEDULI LINDUNGI YANG GAMPANG DIAKSES .!"
ahmad ardiansyah,1,2023-06-08 20:29:09,aplikasi buruk
Puji Lestari,1,2023-06-08 19:43:46,"Aplikasi bodohhhhh di update bukan na smkin pinter, mlh semakin bodoh"
Egi Perxis,5,2023-06-08 19:13:15,"aplikasi yg gajelas bgt yahhh, kakak saya udah vaksin 2x tpi di aplikasi ini baru sekali dan info surat vaksin aja gaada"
Edi Galomen,1,2023-06-08 18:27:01,"Habis vaksin booster 1 tidak muncul sertifikatnya di aplikasi satu sehat,,soalnya lagi dbutuhkn buat syarat melamar pekerjaan"
Said Putra Wahid,5,2023-06-08 17:09:55,Okok
Lolipop,1,2023-06-08 17:06:06,Penurunan kualitas
hermawandae,1,2023-06-08 16:37:14,"Aplikasi sampah, bukannya update tambah lengkap fiturnya malah tambah banyak bug nya asssssssssss"
Rahma Fitriyani,1,2023-06-08 16:11:54,"Udah vaksin boster 1 / vaksin ke 3 udah 1 bulan lebih sertifikat ga keluar ini gimana,"
Sri Wahyuni,1,2023-06-08 15:34:43,Klo mau perbarui tu jgn daftar ulang ke kasian yg orngnya gampang lupa sama email😌
good girl,1,2023-06-08 15:08:46,"kenapa aplikasinya di update makin kurang ya, nyari kartu vaksinnya ga ada dan disitu tertulis vaksin pertama sedangkan yg lainnya ga ada"
Iwan sam hudi,1,2023-06-08 14:31:35,"Udah vaksin booster tp masih saja belum masuk"" di sertifikat masih aja vaksin 2"
Dodisa 2003,2,2023-06-08 14:25:33,Sertifikat vaksin nya ga ad id nya lagi
Zahroniyah,1,2023-06-08 13:50:23,cara liat kartu vaksinnya gimana ya ini makin lama makin ga bagus
Sela,1,2023-06-08 13:22:13,Sertif vaksin gw gbsa diliat tijel ni apk mending versi dlu najong
rehan pirman,5,2023-06-08 13:06:01,Aplikasi berjalan lancar meskipun sedikit lag tapi tingkat kan lagi dah
A Tin,3,2023-06-08 12:21:53,Sertifikat boster kok muncul di hp
Ayu Bella Kusuma Dewi (Bella),1,2023-06-08 12:20:54,Mohon maaf ini saya kok ga ada sertifikatnya yaa Tolong di tindak dong
Romi Bae,1,2023-06-08 12:05:20,semakin update semakin gajelas
muhammad surya,1,2023-06-08 12:01:43,Udah up malah kagak keluar tu serifikat gue tanya bukan dikasih solusi malah di bikin ribet.
brank kidd,1,2023-06-08 11:18:34,"Aplikasi jelek, udah vaksin tapi gak ada sertifikat Pelayanan nya lemot banget"
Balaraja,1,2023-06-08 11:08:59,"Tiket vaksin booster tidak keluar, menghubungi Call Center katanya ""tunggu petugas kami akan segera menjawab pertanyaan anda"" Tpi tidak ada balasan, jelek banget pelayanannya"
Metu Senda,1,2023-06-08 10:38:22,Status warna salah
Aero Cab,1,2023-06-08 10:19:07,aplikasi tambah gk jelas
Rasya 21,1,2023-06-08 10:15:30,Padahal saya sudah vaksin sampek booster ke tiga... Knpa yg muncul cuma vaksin 1 saja ya.... Tolong ini buat ngelamar kerja. Butuh bukti vaksin ke 2 minimal...
Muhammad januar Afit,1,2023-06-08 10:03:37,Taik lqh ga bisa di instal
Marchall Muhammad,5,2023-06-08 09:32:37,Bagus
Benny Tibiqi,1,2023-06-08 09:08:04,"Klo gak mampu gak usah sok""an. Aplikasi di update makin busuk."
FIRMAN ARDYANSYAH,1,2023-06-08 09:01:48,"gimana ini, saya mau vaksin booster ke 2 tapi belum ada tiket vaksinnya, sedangkan terhitung dari booster pertama sudah 7 bulan, tolong diperhatikan baik baik..."
Melandri,1,2023-06-08 08:10:32,Memang ada birokrat kotor di ranah kesehatan udh 3 bulan vaksin booster ngak keluar
Alfan Masyhuri,1,2023-06-08 07:33:23,ga jelas
Galih Ginanjar,1,2023-06-08 07:13:21,pol jelek
Qis Wahyudi,1,2023-06-08 05:34:44,Setiap buka apk selalu minta update & minta Nope lg🤦🏻🤦🏻🤦🏻. Tim IT nya belum oce...
Sri Yati,1,2023-06-08 05:16:40,Aplikasinya sangat buruk.. masak mau masuk akun aja sulit.. pdhal udah ngisi bner.. malah suruh masuk lagi... diperbaiki dong...
Habib nur701,1,2023-06-08 01:20:04,"Aplikasi buruk,di update malah makin buruk"
Robby Surya,1,2023-06-08 00:24:58,Aplikasi buruk saya udah vaksin ke 2 niat mau booster karena saya mau lamar kerjaan jadi terhambat karena di aplikasi ini sertifikat vaksin hanya muncul yang ke 1 padahal udah ke 2 aplikasi jelek
Irfan Hanif Nurochman,1,2023-06-07 23:39:49,Nomor udh didaftarkan tapi pemberitahuan nomor tidak terdaftar
efron jonathan,1,2023-06-07 23:29:47,"saya udah masuk booster 1 dan udah lewat vaksin 1 dan 2 tapi status diaplikasi ini terdaftar malah hanya vaksin 1, udah update tapi sama sekali tidak berubah menjadi lebih baik, untuk aplikasi peduli lindungi lebih akurat, sepertinya pihak pengembang aplikasi ini tidak menghiraukan segala masukan /kritik penggunanya , padahal aplikasi ini harusnya menjadi salah satu bantuan sumbangsih untuk masyarakat indonesia, masa kalah dengan negara tetangga yang lebih kecil dari INDONESIA"
adit denot,1,2023-06-07 23:13:08,"Tidak ad guna nya,respon tidak ada,penginputan data selalu salah, konfirmasi yg selalu di persulit."
McKahn Ruchan,2,2023-06-07 22:54:47,"Apk resmi milik pemerintah sangat2 perlu untuk keperluan publik kok amburadul sekali pengelolaannya, urus yg bener dong.."
Helmi Rianto,1,2023-06-07 22:03:53,Penjual data masyarakat berkedok app kesehatan
Cika Usertarigan,1,2023-06-07 21:22:11,Gak bisa di download
Ade Liani,1,2023-06-07 21:16:04,"Gimana sih,gabisa login sma sekali."
rizky ramadani,1,2023-06-07 20:27:11,"sumpah apk ke ga guna sihh,sumpah abis di update malah sering crash crash mulu,buat developer ny klo ganiat bikin apk gausah bikin,kepaksa bgt download ini apk,klo ganiat bikin gausah bikin apknya,nenek gua lebih jago bikin apk"
Dimas,1,2023-06-07 20:21:59,"Bukan nya membantu tapi malah mempersulit, mau lihat ID sertifikat aja gabisa, masih nyaman dengan aplikasi yang dulu"
Sri Rahayu,1,2023-06-07 20:10:49,Aplikasi semakin buruk kenapa tidak bisa melihat sertivikat vaksin yang lain kenapa hanya satu orang saja
Beatrix Hutagalung,5,2023-06-07 19:57:44,good
Muhammad Hilal Bisrie,1,2023-06-07 19:51:29,"Mau beralih ke transformasi digital tapi ngurus keamanan data aja gabisa. Masa nik saya dipake sama orang lain, udah konfirmasi ke wa gaada respon sama sekali."
Muhammad Syukur,1,2023-06-07 19:34:10,"sungguh aplikasi mempersusah orang udah vaksin boster , tapi di aplikasi baru vaksin ke 2 sudah 3 bulan di aplikasi tidak berubah di WA juga tidak respon cuma robot pengaduan lewat Email juga sama semoga hidupmu semakin sulit jika mempersulit orang"
Syaidah Baharuddin,1,2023-06-07 18:55:38,"Aplikasi ini menyusahkan, susah login. Beda dgn peduli lindungi"
Sarmiji,1,2023-06-07 18:55:30,Gak bisa masuk
Meisya Angel,1,2023-06-07 18:53:28,"Susah banget log in, eror mulu. Yg sebelumnya lebih lancar malah, setelah di update jd gini. Kan kesel org butuh buat daftar2 apk nya eror terus tiap login."
Darwan Lias Nardo Sitepu,1,2023-06-07 18:48:17,"Hallo Admin, Kenapa pada versi yang baru ini, setelah saya logout, saya tidak bisa login kembali, Selalu muncul, terjadi kesalahan, silahkan coba kembali Terimakasih"
Andreas Aldo,1,2023-06-07 18:41:49,"Harus ada peningkatan,sudah boster tapi data gak keluar"
Muhammad Rio Fitriansyah,1,2023-06-07 18:41:23,Gagal masuk mulu heran
BismillahBerkah,1,2023-06-07 18:39:45,Gaguna
imam nawawi,1,2023-06-07 18:38:35,susah login
Chowie Rock,1,2023-06-07 18:38:13,"Sya SDH vaksin 3x di peduli lindungi.certifikat SDH ada. Bgtu perbarui aplikasi malah masuk satu sehat. Masukin nmr TDK BS utk login Pake email jg TDK bisa. Trs Klo sya keluar gmna mau liatin sertifikat vaksin Aplikasi gk berbobot,ribet sangat buruk gak praktis.aplikasi babi ini mah"
Hendry jeh,1,2023-06-07 18:26:06,Semakin di update ko semakin susah buat masuk nya aplikasinya makin buruk
fajrill mauludi,1,2023-06-07 18:20:32,Tidak bisa daftar terjadi kesalahan Mulu aplikasi goblog asu sama pemerintahan nya juga smua asu ..mempersulit rakyat doang badjingan
DIMAS ALDI,1,2023-06-07 18:19:44,Aplikasi tolol gabisa login bego
Yulianto Dwi Raharjo,1,2023-06-07 17:58:56,Sertifikat tidak muncul
Putri Maulida,1,2023-06-07 17:48:39,Tidak bisa dibuka
Ega Octavia Silaen,1,2023-06-07 16:27:43,Aplikasi makin ngk jelasss
Zakh Rani Berliana,1,2023-06-07 16:23:45,Aplikasi nya buruk banget plus gak bisa undur sertif vaksin
Kohar Mulyaludin,1,2023-06-07 16:07:58,"Apklikasi butut, udh vaksin ketiga padahal, diaplikasinya malah gamuncul muncul"
Shaf Rizal,1,2023-06-07 14:53:58,Ingin ku berkata kasar 🥰
Winahyu Tkr2,1,2023-06-07 14:20:02,"Aplikasi tolol,udah vaksin sertifikar tidak keluar,malah suruh vaksin lagi"
SHIDYQ FATHANAH PUTRA,2,2023-06-07 13:49:51,Saya tidak menemukan data sertifikat vaksin ke-3 saya..
Bayu Chandra,1,2023-06-07 13:41:04,app tai
Only nobz,1,2023-06-07 12:04:14,Mau rubah data tapi tidak ada pelayanan sama sekali
Jeme Rambang,2,2023-06-07 11:43:43,"Semenjak berubah menjadi satu sehat, sertifikat non covid hilang dari data base, waktu masih peduli lindungi datanya maaih ada, karena ada sebagian daerah memerlukan data sertifikat seperti Vaksin MR pada anak2, sangat di sayangkan database nya jadi amburadul, kalau bisa datanya di kembalikan lagi karena kami butuh juga untuk sertifikat vaksin non covid"
Moh Iqbal Aditya Putra,1,2023-06-07 10:48:15,Download sertifikat malah keluar kartu vaksin meskipun agak sama tapi gue butuh yang ada tuisan sertifikat
aditya eka putra,1,2023-06-07 10:34:26,"Sudah update, gak ada perobahan, tidak bisa robah sertifikat vaksin ke KSA arab saudi, percuma update"
Agus Heru Pramono,5,2023-06-07 10:28:21,Belum tahu
Ahmad Faqih Firdaus,1,2023-06-07 09:12:19,"lah aplikasinya cacad woi kaga bisa login, udh bener peduli lindungi malah gaya gayaan ganti"
Mar atus Anajwa,4,2023-06-07 08:36:34,Unduh sertifikat selalu gagak. Menguji kesabaran.
Sri Moro,1,2023-06-07 08:17:18,"Ini aplikasi gunanya apa ya? Udah masuk ke halaman aplikasi tapi g bisa buka apapun.. mau lihat kartu digital g bisa, lihat riwayat periksa medis g bisa, tanggal lahir jadi salah.. bagus peduli lindungi.. ini parah"
Ter'Oesir,1,2023-06-07 08:04:08,"Saya vaksin pertama dan kedua di tahun 2021, tapi pas di cek kembali sertifikat nya tidak terbaca, ini gimana sih?"
Archie Mocca,1,2023-06-07 07:46:14,"Aplikasi Rusak, Payah, Sertifikat Vaksin Tidak Keluar Payah"
Satria,1,2023-06-07 07:11:23,"Lama banget masukin sertifikat vaksin 3, gegara app ini saya mcu jadi di pending hadeh, perusak rezeki orng"
fritchleonardo,5,2023-06-07 06:20:54,Bagus
maulana dandii,1,2023-06-07 00:16:23,"Vaksin booster sudah 3 kali, sertifikat nya muncul cm 1. App korup nih kyknya"
Hendri setiawan,2,2023-06-06 22:49:52,Bukannya maju makin mundur... Lebih baik aplikasi peduli lindungi yg lama...
Fathan Sobri,1,2023-06-06 22:35:55,Woi aplikasi korupsi
Ahmad Alif,1,2023-06-06 22:03:57,Apk jelek mau login aj susah nya minta ampun
Aditya Ramadandi,1,2023-06-06 22:02:57,Makin ga jelas
hamzah rijal,1,2023-06-06 21:43:27,Sertifikat Vaksin ke 3 tidak muncul
Krisna Damasp,1,2023-06-06 20:55:28,"Aplikasi tambah jelek , hancur,ngak jelas"
Rahmad Widodo,1,2023-06-06 20:48:00,"Aplikasi buruk sekali tidak bisa ubah akun terutama Nik, saat ini aku hapus aplikasinya.. Org juga gak guna,,"
Ali Akbar,1,2023-06-06 20:46:06,Kurang lengkap
Budi mulia19,1,2023-06-06 20:42:36,Tolong untuk sertifikat vaksin dosis 3 segera di proses secepatnya
Rendy Gustiawan,1,2023-06-06 20:03:55,Biasanya langsung muncul sertifikat vaksin nya setelah di Kelik profil
Muliadi Muliadi,3,2023-06-06 19:53:42,"V b,,vee"
Glady Irham,1,2023-06-06 19:41:05,Aplikasi bobrok serifikat sudah 2bulan gak muncul
Firla naza deliesya,1,2023-06-06 19:08:16,Di peduli lindubfi akun saya sudah komplit statusnya sampe booster ko di aplikasi ini dibilangnya saya baru vaksin ke 1?
cyrraa fyl,1,2023-06-06 19:01:16,"Ini gimana sih kok nama ga sesuai dengan NIK? padahal saya sudah masukan dengan benar, TOLONG DONG DI PERBAIKIN KEK GA BECUS BANGET"
Rian Ravi,1,2023-06-06 18:50:16,da aku mah gbr
Fadliah Muhlis,1,2023-06-06 17:44:31,Buruk
Suryani 31,1,2023-06-06 17:20:23,"Tidak jelas, sudah vaksin 2 belum tercatat sertifikatnya"
Trista Amelia Agustiyani,1,2023-06-06 17:02:25,Mendingan aplikasi yang lama. Yang ini lemot banget loadingnya padahal pake wifi dan jaringannya juga bagus. Semoga lebih diperbaiki lagi deh
Musta'an Mahfud,4,2023-06-06 16:40:09,"Alhamdulillah, setelah menunggu beberapa purnama akhirnya data vaksin dosis ke-4 (booster ke-2) sudah masuk ke SATUSEHAT. Terima kasih team Helpdesk Pusdatin DTO KemenKes RI..."
Gunawan Heriyanto,1,2023-06-06 16:30:58,Apl tai
Heribertus Bili,5,2023-06-06 16:13:53,Aplikasinya bagus
Aditya Pratama,1,2023-06-06 15:40:13,TOLONG DATA KALIAN DI UPDATE MENYESUAIKAN DATA KEMNAKER YANG TERBARU KARNA BANYAK KTP KTP YANG TIDAK BISA MENDAFTAR KE SATU SEHAT KARENA NAMA KTP TIDAK TERDAFTAR PADAHAL SUDAH BENAR
JAMINTO,4,2023-06-06 15:33:50,Nx
Lionel Terrence,5,2023-06-06 14:51:39,Sehat
Royke Adrianus Taroreh,5,2023-06-06 13:32:09,Good
De Hidayat,1,2023-06-06 13:24:53,Banyak kurangnya.
Raditya Nainggolan,1,2023-06-06 11:54:54,Kurang jelas
De On,4,2023-06-06 11:19:06,Mantap
taufik jandri,1,2023-06-06 11:18:49,"Giliran di abdet malah kagak jelas aplikasi nya, mau liat sertifikat vaksin nya susah"
Vanss two,1,2023-06-06 11:08:29,Minimal di respon lah ini sudah 6 bulan Tapi tiket vaksin booster kedua belum muncul gimana nih di suruh vaksin tapi syulit
NUR RACHMAN Rizki,1,2023-06-06 10:41:54,Ini kenapa tidak bisa login atau daftar akun padahal nama dan nik sudah sesuai tapi ada tulisan nama dan nik tidak sesuai
Ani Fahmii,1,2023-06-06 09:36:28,"Respon lama, terus data aneh tiba tiba muncul padahal belum pernah vaksin, ruksak"
drunking game M,1,2023-06-06 09:03:53,"Kok nik salah mulu sih... Klo gini,, nannti aplikasinya di banned playstore, apalagi ratingnya makin buruk, star udah 3,"
lentera hidup,1,2023-06-06 08:51:10,Kenapa sya sdh vaksin boster tpi tdk muncul2 di aplikasi masih vaksin ke 2 trus di aplikasi sya cek di tempat vaksin terdaftar vaksin boster ini aplikasinya kurang bagus
Icha Irfatin,1,2023-06-06 08:34:16,Mau memulihkan akun tidak bisa
Nurul S,1,2023-06-06 08:29:11,"Padahal nama dan nik udah sama, bisa²nya disini katanya berbeda.. Niat ngelayani nggak si, udah bagus² pake peduli lindungi pake ganti segala.. Kurang kerjaan kah"
septo DP,1,2023-06-06 08:05:20,"Data diri dan sertifikat nya yang muncul bukan milik saya saat mau ubah data diri di profil pun gak bisa, kecewa dengan update terbaru nya. Jujur masih bagus yang peduli lindungi"
raihan alvaro,1,2023-06-06 07:46:24,Harusnya bisa pakai otp sms karena tidak semua nomor yang terdaftar ada WA nya
Uninik,5,2023-06-06 07:34:28,Good
Desna A,1,2023-06-06 06:34:23,"Sumpah mau cetak sertifikat vaksin aja susahnya minta ampun. Mana waktu kemarin vaksin ke3 kagak dikasih yang versi cetak, turus kudu gimana? Padahal perlu banget buat daftar kerja"
Ashari Achmadikun,5,2023-06-06 02:46:39,Alhamdulillah
alekwibowo Wibowo,1,2023-06-05 23:32:36,Aplikasi sangat buruk masa sdah vaksin 3 di aplikasi masih dosis 2 mohon tindak lanjut nya kasih an yang membutuhkan.....
frendis sadaro,1,2023-06-05 23:20:37,"Ini aplikasi maksudnya apa yaa. Saya sudah pernah daftar PeduliLindungi tapi di buka dengan nomor telpon yang sama katanya NIK anda belum memiliki Email. Hpua tolong perbaiki aplikasinya, sediahkan menu perbaiki akun karena masyarakat yg daftar dgn nomor telepon itu kebanyakan tidak bisa akses lagi akun Satu sehat ini karena nomor telepon yang di daftarkan itu hilang"
